Year Month Day Hour Minutes in YYYY,MM,DD,HH24,MI format in Local time,Wind speed in m/s,Wind direction in degrees true,Speed of maximum windgust in last 10 minutes in m/s
2016,6,9,2,30,3.6,350,17
2016,6,9,3,0,4.7,10,24
2016,6,9,3,30,3.6,40,24
2016,6,9,4,0,4.7,350,24
2016,6,9,4,30,3.6,360,17
2016,6,9,5,0,3.6,30,17
2016,6,9,5,30,4.7,60,21
2016,6,9,6,0,5.0,20,24
2016,6,9,6,30,5.8,10,28
2016,6,9,7,0,6.7,10,33
2016,6,9,7,30,5.8,360,28
2016,6,9,8,0,5.8,20,26
2016,6,9,8,30,6.1,10,28
2016,6,9,9,0,6.1,10,31
2016,6,9,9,30,5.0,360,26
2016,6,9,10,0,4.7,360,21
2016,6,9,10,30,5.8,330,28
2016,6,9,11,0,7.2,330,42
2016,6,9,11,30,7.2,340,31
2016,6,9,12,0,7.8,330,41
2016,6,9,12,30,9.7,290,55
2016,6,9,13,0,10.3,290,54
2016,6,9,13,30,8.3,300,37
2016,6,9,14,0,6.7,310,33
2016,6,9,14,30,6.1,300,33
2016,6,9,15,0,6.7,300,35
2016,6,9,15,30,5.0,300,24
2016,6,9,16,0,4.2,300,21
2016,6,9,16,30,5.8,300,28
2016,6,9,17,0,4.7,320,30
2016,6,9,17,30,4.7,330,24
2016,6,9,18,0,4.7,40,22
2016,6,9,18,30,5.0,40,22
2016,6,9,19,0,5.0,50,24
2016,6,9,19,30,5.8,20,26
2016,6,9,20,0,6.1,340,31
2016,6,9,20,30,4.7,350,30
2016,6,9,21,0,6.1,310,28
2016,6,9,21,30,5.0,310,28
2016,6,9,22,0,2.5,290,15
2016,6,9,22,30,3.6,280,22
2016,6,9,23,0,1.4,20,9
2016,6,9,23,30,5.8,300,26
2016,6,10,0,0,5.8,290,28
2016,6,10,0,30,6.1,290,30
2016,6,10,1,0,5.0,300,26
2016,6,10,1,30,3.6,310,17
2016,6,10,2,0,3.6,310,18
2016,6,10,2,30,3.1,320,13
2016,6,10,3,0,3.1,320,15
2016,6,10,3,30,3.1,320,17
2016,6,10,4,0,3.1,340,15
2016,6,10,4,30,2.5,70,13
2016,6,10,5,0,2.5,40,11
2016,6,10,5,30,3.6,20,17
2016,6,10,6,0,3.1,350,15
2016,6,10,6,30,1.4,150,9
2016,6,10,7,0,0.0,0,0
2016,6,10,7,30,1.4,290,9
2016,6,10,8,0,0.6,70,11
2016,6,10,8,30,1.1,180,8
2016,6,10,9,0,0.6,240,8
2016,6,10,9,30,1.4,250,8
2016,6,10,10,0,1.4,10,8
2016,6,10,10,30,1.1,90,8
2016,6,10,11,0,1.4,30,13
2016,6,10,11,30,5.0,270,26
2016,6,10,12,0,5.8,280,24
2016,6,10,12,30,5.8,270,28
2016,6,10,13,0,5.8,300,30
2016,6,10,13,30,6.1,300,31
2016,6,10,14,0,6.7,300,30
2016,6,10,14,30,7.8,310,35
2016,6,10,15,0,7.2,300,37
2016,6,10,15,30,7.8,290,41
2016,6,10,16,0,5.0,300,31
2016,6,10,16,30,4.7,290,24
2016,6,10,17,0,3.6,290,21
2016,6,10,17,30,4.2,300,17
2016,6,10,18,0,3.6,290,18
2016,6,10,18,30,3.1,310,13
2016,6,10,19,0,3.1,340,13
2016,6,10,19,30,3.6,310,15
2016,6,10,20,0,4.2,290,18
2016,6,10,20,30,3.1,320,15
2016,6,10,21,0,3.1,310,13
2016,6,10,21,30,3.1,310,13
2016,6,10,22,0,3.6,340,15
2016,6,10,22,30,3.1,310,15
2016,6,10,23,0,3.6,310,15
2016,6,10,23,30,4.7,290,22
2016,6,11,0,0,3.6,280,17
2016,6,11,0,30,2.2,310,9
2016,6,11,1,0,3.6,270,18
2016,6,11,1,30,3.6,240,17
2016,6,11,2,0,4.7,250,22
2016,6,11,2,30,4.7,260,21
2016,6,11,3,0,3.6,320,17
2016,6,11,3,30,4.2,300,18
2016,6,11,4,0,3.6,360,17
2016,6,11,4,30,3.1,340,21
2016,6,11,5,0,3.1,20,15
2016,6,11,5,30,2.5,360,11
2016,6,11,6,0,2.2,10,9
2016,6,11,6,30,1.4,360,8
2016,6,11,7,0,0.0,0,2
2016,6,11,7,30,0.6,340,8
2016,6,11,8,0,1.4,330,9
2016,6,11,8,30,2.2,350,9
2016,6,11,9,0,2.2,360,11
2016,6,11,9,30,2.5,20,13
2016,6,11,10,0,3.1,340,21
2016,6,11,10,30,6.1,290,35
2016,6,11,11,0,4.7,270,24
2016,6,11,11,30,6.1,280,31
2016,6,11,12,0,7.8,270,37
2016,6,11,12,30,9.2,270,41
2016,6,11,13,0,4.7,270,24
2016,6,11,13,30,6.1,310,28
2016,6,11,14,0,5.8,280,30
2016,6,11,14,30,5.8,280,33
2016,6,11,15,0,6.1,280,31
2016,6,11,15,30,4.2,270,21
2016,6,11,16,0,7.2,260,33
2016,6,11,16,30,4.7,260,21
2016,6,11,17,0,3.6,250,17
2016,6,11,17,30,3.6,240,17
2016,6,11,18,0,3.6,200,17
2016,6,11,18,30,5.0,230,28
2016,6,11,19,0,5.0,230,31
2016,6,11,19,30,5.0,240,26
2016,6,11,20,0,5.8,230,28
2016,6,11,20,30,4.2,220,21
2016,6,11,21,0,3.1,210,15
2016,6,11,21,30,2.2,170,11
2016,6,11,22,0,2.5,90,11
2016,6,11,22,30,2.5,100,13
2016,6,11,23,0,2.5,130,11
2016,6,11,23,30,0.0,0,4
2016,6,12,0,0,0.0,0,0
2016,6,12,0,30,2.2,290,9
2016,6,12,1,0,0.6,240,5
2016,6,12,1,30,0.0,0,0
2016,6,12,2,0,0.0,0,0
2016,6,12,2,30,0.0,0,0
2016,6,12,3,0,1.4,260,8
2016,6,12,3,30,0.6,340,5
2016,6,12,4,0,0.0,0,0
2016,6,12,4,30,0.0,0,0
2016,6,12,5,0,0.0,0,0
2016,6,12,5,30,2.2,260,8
2016,6,12,6,0,0.0,0,0
2016,6,12,6,30,0.0,0,5
2016,6,12,7,0,0.0,0,0
2016,6,12,7,30,2.2,50,9
2016,6,12,8,0,0.0,0,4
2016,6,12,8,30,0.0,0,0
2016,6,12,9,0,0.6,50,5
2016,6,12,9,30,0.0,0,0
2016,6,12,10,0,0.0,0,5
2016,6,12,10,30,4.7,200,21
2016,6,12,11,0,4.2,230,21
2016,6,12,11,30,3.6,200,18
2016,6,12,12,0,3.1,220,15
2016,6,12,12,30,2.5,250,13
2016,6,12,13,0,2.2,220,11
2016,6,12,13,30,1.4,350,13
2016,6,12,14,0,3.1,320,15
2016,6,12,14,30,2.2,320,11
2016,6,12,15,0,1.4,90,8
2016,6,12,15,30,1.4,50,8
2016,6,12,16,0,2.5,170,11
2016,6,12,16,30,1.4,160,8
2016,6,12,17,0,1.4,160,8
2016,6,12,17,30,1.4,170,8
2016,6,12,18,0,1.1,300,8
2016,6,12,18,30,1.4,300,8
2016,6,12,19,0,0.6,280,5
2016,6,12,19,30,0.0,0,0
2016,6,12,20,0,0.0,0,0
2016,6,12,20,30,0.0,0,0
2016,6,12,21,0,0.0,0,2
2016,6,12,21,30,0.0,0,0
2016,6,12,22,0,1.4,340,8
2016,6,12,22,30,1.4,320,8
2016,6,12,23,0,1.1,190,11
2016,6,12,23,30,0.0,0,0
2016,6,13,0,0,0.0,0,0
2016,6,13,0,30,2.5,200,13
2016,6,13,1,0,1.1,340,8
2016,6,13,1,30,0.0,0,0
2016,6,13,2,0,0.0,0,0
2016,6,13,2,30,0.0,0,0
2016,6,13,3,0,0.0,0,0
2016,6,13,3,30,0.0,0,5
2016,6,13,4,0,0.0,0,5
2016,6,13,4,30,1.4,210,9
2016,6,13,5,0,0.0,0,4
2016,6,13,5,30,0.0,0,0
2016,6,13,6,0,0.0,0,0
2016,6,13,6,30,2.2,10,9
2016,6,13,7,0,2.2,10,9
2016,6,13,7,30,0.0,0,0
2016,6,13,8,0,0.0,0,4
2016,6,13,8,30,1.4,190,9
2016,6,13,9,0,1.4,130,9
2016,6,13,9,30,1.1,120,9
2016,6,13,10,0,1.4,30,11
2016,6,13,10,30,1.4,120,8
2016,6,13,11,0,1.1,30,8
2016,6,13,11,30,2.2,140,9
2016,6,13,12,0,2.2,80,11
2016,6,13,12,30,1.4,140,9
2016,6,13,13,0,1.4,350,11
2016,6,13,13,30,2.5,40,13
2016,6,13,14,0,3.6,80,17
2016,6,13,14,30,3.6,60,18
2016,6,13,15,0,3.6,80,17
2016,6,13,15,30,3.6,60,15
2016,6,13,16,0,3.6,70,17
2016,6,13,16,30,2.5,50,13
2016,6,13,17,0,1.4,30,8
2016,6,13,17,30,0.0,0,0
2016,6,13,18,0,0.0,0,5
2016,6,13,18,30,4.2,50,17
2016,6,13,19,0,2.5,40,13
2016,6,13,19,30,1.4,30,8
2016,6,13,20,0,0.0,0,0
2016,6,13,20,30,0.0,0,0
2016,6,13,21,0,0.0,0,0
2016,6,13,21,30,0.0,0,0
2016,6,13,22,0,0.0,0,0
2016,6,13,22,30,1.4,280,9
2016,6,13,23,0,0.0,0,5
2016,6,13,23,30,0.0,0,0
2016,6,14,0,0,0.0,0,0
2016,6,14,0,30,0.0,0,0
2016,6,14,1,0,0.0,0,0
2016,6,14,1,30,0.0,0,8
2016,6,14,2,0,0.0,0,0
2016,6,14,2,30,0.0,0,0
2016,6,14,3,0,0.0,0,0
2016,6,14,3,30,0.0,0,0
2016,6,14,4,0,0.0,0,0
2016,6,14,4,30,0.0,0,0
2016,6,14,5,0,0.0,0,0
2016,6,14,5,30,0.0,0,0
2016,6,14,6,0,1.1,280,8
2016,6,14,6,30,0.0,0,0
2016,6,14,7,0,0.0,0,0
2016,6,14,7,30,0.0,0,0
2016,6,14,8,0,1.1,90,8
2016,6,14,8,30,0.6,90,5
2016,6,14,9,0,1.1,130,5
2016,6,14,9,30,0.6,90,5
2016,6,14,10,0,1.4,20,9
2016,6,14,10,30,0.6,110,8
2016,6,14,11,0,2.2,120,9
2016,6,14,11,30,2.2,60,9
2016,6,14,12,0,1.4,50,9
2016,6,14,12,30,2.5,30,17
2016,6,14,13,0,2.2,350,13
2016,6,14,13,30,2.2,350,11
2016,6,14,14,0,2.2,10,13
2016,6,14,14,30,1.1,360,9
2016,6,14,15,0,1.4,110,8
2016,6,14,15,30,1.4,160,8
2016,6,14,16,0,1.4,70,9
2016,6,14,16,30,1.4,90,8
2016,6,14,17,0,1.1,110,5
2016,6,14,17,30,0.0,0,0
2016,6,14,18,0,3.1,220,13
2016,6,14,18,30,0.6,260,9
2016,6,14,19,0,0.0,0,0
2016,6,14,19,30,0.0,0,5
2016,6,14,20,0,2.5,220,11
2016,6,14,20,30,1.1,230,8
2016,6,14,21,0,0.0,0,0
2016,6,14,21,30,0.0,0,0
2016,6,14,22,0,0.0,0,0
2016,6,14,22,30,1.4,220,9
2016,6,14,23,0,1.4,230,8
2016,6,14,23,30,2.2,250,8
2016,6,15,0,0,1.4,330,8
2016,6,15,0,30,0.0,0,0
2016,6,15,1,0,0.0,0,0
2016,6,15,1,30,0.0,0,0
2016,6,15,2,0,0.0,0,0
2016,6,15,2,30,0.0,0,0
2016,6,15,3,0,0.0,0,0
2016,6,15,3,30,0.0,0,0
2016,6,15,4,0,0.0,0,0
2016,6,15,4,30,0.0,0,0
2016,6,15,5,0,0.0,0,0
2016,6,15,5,30,0.0,0,0
2016,6,15,6,0,0.0,0,0
2016,6,15,6,30,0.0,0,0
2016,6,15,7,0,0.6,90,11
2016,6,15,7,30,0.0,0,0
2016,6,15,8,0,0.0,0,0
2016,6,15,8,30,0.0,0,0
2016,6,15,9,0,0.6,20,8
2016,6,15,9,30,1.1,50,9
2016,6,15,10,0,1.4,10,8
2016,6,15,10,30,1.4,120,9
2016,6,15,11,0,1.4,110,8
2016,6,15,11,30,1.1,140,8
2016,6,15,12,0,1.4,150,9
2016,6,15,12,30,0.6,150,9
2016,6,15,13,0,0.6,250,8
2016,6,15,13,30,1.4,20,8
2016,6,15,14,0,1.4,40,11
2016,6,15,14,30,1.4,340,15
2016,6,15,15,0,2.2,330,11
2016,6,15,15,30,2.5,20,15
2016,6,15,16,0,2.2,340,9
2016,6,15,16,30,1.4,340,5
2016,6,15,17,0,0.0,0,0
2016,6,15,17,30,0.0,0,0
2016,6,15,18,0,0.0,0,5
2016,6,15,18,30,0.0,0,0
2016,6,15,19,0,0.0,0,0
2016,6,15,19,30,0.0,0,0
2016,6,15,20,0,0.0,0,0
2016,6,15,20,30,0.0,0,0
2016,6,15,21,0,0.0,0,0
2016,6,15,21,30,0.0,0,0
2016,6,15,22,0,0.0,0,0
2016,6,15,22,30,0.0,0,0
2016,6,15,23,0,0.0,0,0
2016,6,15,23,30,0.0,0,0
2016,6,16,0,0,0.0,0,0
2016,6,16,0,30,0.0,0,0
2016,6,16,1,0,0.0,0,0
2016,6,16,1,30,1.4,120,5
2016,6,16,2,0,0.0,0,0
2016,6,16,2,30,0.0,0,0
2016,6,16,3,0,0.0,0,0
2016,6,16,3,30,0.0,0,0
2016,6,16,4,0,0.0,0,0
2016,6,16,4,30,0.0,0,0
2016,6,16,5,0,0.0,0,0
2016,6,16,5,30,0.0,0,0
2016,6,16,6,0,0.0,0,0
2016,6,16,6,30,0.0,0,0
2016,6,16,7,0,0.0,0,0
2016,6,16,7,30,0.0,0,0
2016,6,16,8,0,0.0,0,0
2016,6,16,8,30,0.0,0,0
2016,6,16,9,0,0.0,0,0
2016,6,16,9,30,0.0,0,0
2016,6,16,10,0,1.4,230,9
2016,6,16,10,30,1.4,210,9
2016,6,16,11,0,1.4,230,9
2016,6,16,11,30,1.1,240,9
2016,6,16,12,0,2.2,90,11
2016,6,16,12,30,2.5,90,13
2016,6,16,13,0,2.5,90,17
2016,6,16,13,30,2.5,60,15
2016,6,16,14,0,2.2,10,11
2016,6,16,14,30,3.6,350,21
2016,6,16,15,0,4.2,10,18
2016,6,16,15,30,4.2,20,18
2016,6,16,16,0,4.2,360,21
2016,6,16,16,30,3.1,350,15
2016,6,16,17,0,2.5,290,13
2016,6,16,17,30,3.6,290,17
2016,6,16,18,0,3.6,290,17
2016,6,16,18,30,3.6,260,15
2016,6,16,19,0,3.6,270,15
2016,6,16,19,30,2.2,320,9
2016,6,16,20,0,2.5,300,13
2016,6,16,20,30,0.0,0,0
2016,6,16,21,0,0.0,0,0
2016,6,16,21,30,1.1,340,8
2016,6,16,22,0,0.6,30,5
2016,6,16,22,30,0.0,0,0
2016,6,16,23,0,0.0,0,0
2016,6,16,23,30,0.0,0,0
2016,6,17,0,0,2.2,30,9
2016,6,17,0,30,2.2,40,9
2016,6,17,1,0,0.0,0,0
2016,6,17,1,30,0.0,0,0
2016,6,17,2,0,0.0,0,0
2016,6,17,2,30,0.0,0,0
2016,6,17,3,0,0.0,0,0
2016,6,17,3,30,0.0,0,0
2016,6,17,4,0,0.0,0,0
2016,6,17,4,30,1.1,190,8
2016,6,17,5,0,0.0,0,0
2016,6,17,5,30,0.0,0,0
2016,6,17,6,0,0.0,0,0
2016,6,17,6,30,0.0,0,0
2016,6,17,7,0,0.0,0,0
2016,6,17,7,30,0.0,0,0
2016,6,17,8,0,1.4,260,8
2016,6,17,8,30,0.0,0,0
2016,6,17,9,0,0.6,250,5
2016,6,17,9,30,0.0,0,0
2016,6,17,10,0,0.0,0,0
2016,6,17,10,30,0.0,0,0
2016,6,17,11,0,1.4,270,9
2016,6,17,11,30,1.1,360,8
2016,6,17,12,0,0.6,290,5
2016,6,17,12,30,2.5,20,11
2016,6,17,13,0,4.2,10,18
2016,6,17,13,30,4.7,30,21
2016,6,17,14,0,3.6,40,18
2016,6,17,14,30,3.6,60,18
2016,6,17,15,0,3.1,80,15
2016,6,17,15,30,4.2,40,18
2016,6,17,16,0,4.2,20,24
2016,6,17,16,30,4.7,20,21
2016,6,17,17,0,4.2,20,21
2016,6,17,17,30,5.0,30,21
2016,6,17,18,0,3.6,40,17
2016,6,17,18,30,3.1,30,13
2016,6,17,19,0,4.2,30,18
2016,6,17,19,30,4.2,30,18
2016,6,17,20,0,4.2,20,18
2016,6,17,20,30,4.7,10,21
2016,6,17,21,0,4.2,10,21
2016,6,17,21,30,3.1,20,13
2016,6,17,22,0,3.6,20,17
2016,6,17,22,30,4.2,30,18
2016,6,17,23,0,3.6,20,17
2016,6,17,23,30,4.2,30,17
2016,6,18,0,0,3.1,50,13
2016,6,18,0,30,3.6,60,15
2016,6,18,1,0,3.6,50,15
2016,6,18,1,30,1.1,30,8
2016,6,18,2,0,0.0,0,0
2016,6,18,2,30,2.2,230,9
2016,6,18,3,0,0.0,0,0
2016,6,18,3,30,1.4,260,9
2016,6,18,4,0,0.0,0,0
2016,6,18,4,30,0.0,0,0
2016,6,18,5,0,2.2,250,9
2016,6,18,5,30,0.0,0,0
2016,6,18,6,0,0.0,0,0
2016,6,18,6,30,2.2,270,9
2016,6,18,7,0,0.0,0,0
2016,6,18,7,30,0.0,0,0
2016,6,18,8,0,0.0,0,0
2016,6,18,8,30,0.0,0,0
2016,6,18,9,0,0.0,0,0
2016,6,18,9,30,0.0,0,0
2016,6,18,10,0,0.0,0,0
2016,6,18,10,30,2.2,20,11
2016,6,18,11,0,2.2,30,11
2016,6,18,11,30,2.2,360,13
2016,6,18,12,0,1.4,250,11
2016,6,18,12,30,2.2,40,13
2016,6,18,13,0,1.4,350,9
2016,6,18,13,30,0.6,40,13
2016,6,18,14,0,4.2,200,18
2016,6,18,14,30,4.2,210,17
2016,6,18,15,0,3.1,170,13
2016,6,18,15,30,3.1,190,17
2016,6,18,16,0,3.6,190,17
2016,6,18,16,30,2.5,200,13
2016,6,18,17,0,1.1,210,5
2016,6,18,17,30,1.4,240,8
2016,6,18,18,0,2.5,220,13
2016,6,18,18,30,2.2,220,9
2016,6,18,19,0,0.0,0,0
2016,6,18,19,30,0.0,0,0
2016,6,18,20,0,1.1,230,9
2016,6,18,20,30,2.5,230,11
2016,6,18,21,0,1.1,250,5
2016,6,18,21,30,1.4,330,5
2016,6,18,22,0,1.4,240,8
2016,6,18,22,30,1.4,210,8
2016,6,18,23,0,1.4,220,8
2016,6,18,23,30,2.2,330,9
2016,6,19,0,0,0.0,0,0
2016,6,19,0,30,1.4,240,8
2016,6,19,1,0,0.0,0,0
2016,6,19,1,30,2.5,220,11
2016,6,19,2,0,1.4,230,8
2016,6,19,2,30,0.0,0,8
2016,6,19,3,0,2.2,360,8
2016,6,19,3,30,0.0,0,0
2016,6,19,4,0,0.0,0,0
2016,6,19,4,30,0.0,0,0
2016,6,19,5,0,0.0,0,0
2016,6,19,5,30,0.0,0,0
2016,6,19,6,0,0.6,330,8
2016,6,19,6,30,0.0,0,0
2016,6,19,7,0,2.2,230,8
2016,6,19,7,30,1.4,210,8
2016,6,19,8,0,1.4,110,5
2016,6,19,8,30,0.0,0,0
2016,6,19,9,0,0.0,0,5
2016,6,19,9,30,2.5,180,13
2016,6,19,10,0,1.4,230,8
2016,6,19,10,30,1.4,210,8
2016,6,19,11,0,2.2,220,9
2016,6,19,11,30,2.2,210,11
2016,6,19,12,0,1.4,210,11
2016,6,19,12,30,1.1,120,8
2016,6,19,13,0,2.2,140,11
2016,6,19,13,30,2.2,170,17
2016,6,19,14,0,1.4,200,11
2016,6,19,14,30,2.2,310,11
2016,6,19,15,0,3.1,210,15
2016,6,19,15,30,3.6,280,17
2016,6,19,16,0,2.2,250,15
2016,6,19,16,30,3.1,230,15
2016,6,19,17,0,3.6,180,17
2016,6,19,17,30,3.1,210,17
2016,6,19,18,0,2.5,250,11
2016,6,19,18,30,3.1,210,13
2016,6,19,19,0,1.4,210,11
2016,6,19,19,30,1.4,250,8
2016,6,19,20,0,0.0,0,0
2016,6,19,20,30,1.4,310,8
2016,6,19,21,0,1.4,310,11
2016,6,19,21,30,1.4,330,8
2016,6,19,22,0,2.2,330,9
2016,6,19,22,30,2.5,10,9
2016,6,19,23,0,2.2,50,11
2016,6,19,23,30,0.0,0,0
2016,6,20,0,0,1.4,90,8
2016,6,20,0,30,2.5,10,13
2016,6,20,1,0,3.1,60,13
2016,6,20,1,30,3.1,30,15
2016,6,20,2,0,2.5,30,13
2016,6,20,2,30,2.5,50,11
2016,6,20,3,0,2.5,50,11
2016,6,20,3,30,3.1,60,15
2016,6,20,4,0,4.2,70,18
2016,6,20,4,30,4.2,60,18
2016,6,20,5,0,3.6,50,15
2016,6,20,5,30,3.1,40,13
2016,6,20,6,0,3.6,30,15
2016,6,20,6,30,2.5,340,13
2016,6,20,7,0,1.4,230,8
2016,6,20,7,30,1.4,270,8
2016,6,20,8,0,1.4,290,13
2016,6,20,8,30,1.1,310,11
2016,6,20,9,0,2.5,340,11
2016,6,20,9,30,3.1,10,15
2016,6,20,10,0,4.2,10,18
2016,6,20,10,30,4.7,360,22
2016,6,20,11,0,5.8,350,28
2016,6,20,11,30,5.0,310,26
2016,6,20,12,0,6.7,330,31
2016,6,20,12,30,5.8,290,30
2016,6,20,13,0,8.3,320,39
2016,6,20,13,30,8.6,310,42
2016,6,20,14,0,6.1,310,30
2016,6,20,14,30,5.8,300,28
2016,6,20,15,0,6.1,320,33
2016,6,20,15,30,5.0,350,24
2016,6,20,16,0,4.7,350,24
2016,6,20,16,30,3.6,350,18
2016,6,20,17,0,3.6,330,21
2016,6,20,17,30,4.2,300,24
2016,6,20,18,0,4.7,290,22
2016,6,20,18,30,5.8,290,28
2016,6,20,19,0,6.1,300,31
2016,6,20,19,30,5.0,310,35
2016,6,20,20,0,5.8,290,31
2016,6,20,20,30,5.0,300,26
2016,6,20,21,0,4.7,300,26
2016,6,20,21,30,7.8,290,48
2016,6,20,22,0,7.8,300,37
2016,6,20,22,30,7.2,300,35
2016,6,20,23,0,7.2,300,33
2016,6,20,23,30,7.8,310,33
2016,6,21,0,0,7.2,310,35
2016,6,21,0,30,7.2,320,35
2016,6,21,1,0,7.2,330,31
2016,6,21,1,30,5.8,330,31
2016,6,21,2,0,4.7,330,26
2016,6,21,2,30,4.2,300,21
2016,6,21,3,0,6.7,300,33
2016,6,21,3,30,9.2,290,57
2016,6,21,4,0,6.1,290,39
2016,6,21,4,30,5.8,300,30
2016,6,21,5,0,5.0,300,28
2016,6,21,5,30,4.2,300,22
2016,6,21,6,0,3.6,300,18
2016,6,21,6,30,5.8,290,26
2016,6,21,7,0,3.6,310,21
2016,6,21,7,30,3.1,330,17
2016,6,21,8,0,5.8,300,35
2016,6,21,8,30,6.7,290,35
2016,6,21,9,0,8.6,290,41
2016,6,21,9,30,9.2,290,42
2016,6,21,10,0,5.0,310,28
2016,6,21,10,30,4.7,310,26
2016,6,21,11,0,4.2,270,24
2016,6,21,11,30,9.2,270,42
2016,6,21,12,0,9.2,270,44
2016,6,21,12,30,8.6,280,44
2016,6,21,13,0,12.8,280,70
2016,6,21,13,30,11.4,280,57
2016,6,21,14,0,10.8,290,54
2016,6,21,14,30,9.7,290,52
2016,6,21,15,0,9.7,280,46
2016,6,21,15,30,8.6,270,41
2016,6,21,16,0,5.0,300,30
2016,6,21,16,30,4.2,300,22
2016,6,21,17,0,3.1,330,15
2016,6,21,17,30,5.0,330,24
2016,6,21,18,0,7.2,310,35
2016,6,21,18,30,4.7,310,24
2016,6,21,19,0,3.6,340,18
2016,6,21,19,30,3.1,10,18
2016,6,21,20,0,4.2,340,22
2016,6,21,20,30,4.7,340,26
2016,6,21,21,0,3.6,10,17
2016,6,21,21,30,3.1,30,13
2016,6,21,22,0,2.5,10,11
2016,6,21,22,30,2.5,20,13
2016,6,21,23,0,1.1,350,11
2016,6,21,23,30,6.7,330,31
2016,6,22,0,0,6.1,320,30
2016,6,22,0,30,6.7,330,33
2016,6,22,1,0,5.0,320,30
2016,6,22,1,30,5.8,330,28
2016,6,22,2,0,5.8,340,26
2016,6,22,2,30,5.0,360,26
2016,6,22,3,0,4.7,360,24
2016,6,22,3,30,4.2,360,21
2016,6,22,4,0,4.7,330,22
2016,6,22,4,30,5.0,330,33
2016,6,22,5,0,5.8,350,31
2016,6,22,5,30,4.7,350,24
2016,6,22,6,0,4.2,360,17
2016,6,22,6,30,3.6,10,18
2016,6,22,7,0,3.6,10,17
2016,6,22,7,30,3.6,20,17
2016,6,22,8,0,2.5,340,15
2016,6,22,8,30,4.7,300,26
2016,6,22,9,0,8.3,290,39
2016,6,22,9,30,7.8,280,37
2016,6,22,10,0,8.6,270,46
2016,6,22,10,30,4.7,230,24
2016,6,22,11,0,8.3,270,50
2016,6,22,11,30,7.8,270,37
2016,6,22,12,0,5.8,270,28
2016,6,22,12,30,7.8,270,39
2016,6,22,13,0,5.8,260,33
2016,6,22,13,30,7.2,260,39
2016,6,22,14,0,5.0,270,30
2016,6,22,14,30,7.8,270,39
2016,6,22,15,0,6.7,290,31
2016,6,22,15,30,6.7,290,33
2016,6,22,16,0,6.7,270,41
2016,6,22,16,30,6.7,270,39
2016,6,22,17,0,3.6,290,24
2016,6,22,17,30,4.2,30,21
2016,6,22,18,0,5.0,20,26
2016,6,22,18,30,6.1,310,30
2016,6,22,19,0,6.1,290,31
2016,6,22,19,30,2.5,350,13
2016,6,22,20,0,4.2,310,18
2016,6,22,20,30,5.0,260,24
2016,6,22,21,0,2.5,290,13
2016,6,22,21,30,3.1,270,24
2016,6,22,22,0,4.7,270,24
2016,6,22,22,30,3.1,260,22
2016,6,22,23,0,1.1,240,5
2016,6,22,23,30,4.2,240,24
2016,6,23,0,0,1.1,360,9
2016,6,23,0,30,2.2,260,11
2016,6,23,1,0,2.2,50,9
2016,6,23,1,30,0.0,0,0
2016,6,23,2,0,2.2,90,11
2016,6,23,2,30,3.6,30,17
2016,6,23,3,0,3.1,40,13
2016,6,23,3,30,2.5,40,11
2016,6,23,4,0,1.4,40,8
2016,6,23,4,30,2.2,40,9
2016,6,23,5,0,2.5,30,11
2016,6,23,5,30,1.1,50,8
2016,6,23,6,0,0.0,0,0
